-2.4344,-2.4389,-2.5725,-2.6894,-2.6956,-2.6914,-2.7707,-2.8045,-2.7525,-2.6968,-2.7282,-2.8213,-2.8463,-2.7991,-2.589,-2.2845,-2.1346,-2.0153,-1.8635,-1.7694
0.91192,0.82472,0.73566,0.63401,0.53854,0.45027,0.29272,0.10576,-0.024481,-0.098501,-0.09087,0.0033237,0.16452,0.32432,0.43109,0.51936,0.62606,0.72308,0.73488,0.63205
0.74077,0.84416,0.96778,1.0574,1.046,1.0146,1.0764,1.1586,1.1902,1.2341,1.2993,1.2896,1.1381,0.80018,0.44405,0.26851,0.20056,0.27262,0.58456,0.90365
2.1419,2.15,2.1147,1.9504,1.7206,1.4378,0.89489,0.34806,0.088035,0.028901,0.048031,0.046574,-0.0071042,-0.037182,0.049379,0.24099,0.39969,0.50311,1.7557,2.5514
0.71299,0.56418,0.43456,0.28401,0.073123,-0.12203,-0.24254,-0.34693,-0.48295,-0.52537,-0.44185,-0.40198,-0.44824,-0.63169,-1.0034,-1.356,-1.649,-1.8835,-2.0355,-2.1111
1.0047,0.9644,0.96102,0.97921,1.0352,1.1292,1.1812,1.2063,1.2745,1.3796,1.445,1.4798,1.5742,1.7207,1.8522,1.9514,2.0398,2.1689,2.3558,2.5063
2.8055,2.7962,2.888,2.963,2.9788,2.9607,2.8754,2.7357,2.6256,2.568,2.5652,2.7042,2.8714,3.0043,-3.0719,-2.8227,-2.6821,-2.5824,-2.4504,-2.3409
2.2464,2.3252,2.2792,2.2552,2.3448,2.4436,2.4321,2.4023,2.4116,2.4139,2.433,2.546,2.7481,2.8932,2.8425,2.5639,2.1884,2.0364,2.048,2.1226
1.1267,1.1607,1.2646,1.3124,1.3107,1.3694,1.5385,1.7345,1.9172,2.1654,2.4134,2.6328,2.835,2.9214,2.9868,3.1281,-2.9903,-2.8306,-2.6458,-2.5433
-0.026165,0.054554,0.16586,0.32801,0.49101,0.55804,0.55356,0.52971,0.4874,0.41818,0.39901,0.45433,0.53922,0.62108,0.71653,0.81846,0.88145,0.82642,0.70885,0.67054
-0.121,-0.076438,0.78645,1.0244,1.0898,0.72177,0.48669,0.40314,0.29529,0.021286,-0.49777,-0.88391,-1.1849,-1.3305,-1.3961,-1.4917,-1.5778,-1.5988,-1.6335,-1.7091
-2.4015,2.7513,2.4847,2.4365,2.4264,2.4181,2.401,2.3643,2.305,2.212,2.133,2.1026,2.1203,2.1982,2.3216,2.4312,2.5203,2.545,2.4841,2.4007
1.8355,1.9703,2.0622,2.0452,1.9774,1.8804,1.7666,1.7738,1.9397,2.0821,2.0371,1.8939,1.7257,1.5052,1.2176,0.94013,0.72086,0.53527,0.39693,0.30417
-0.41296,-0.59915,-0.79004,-0.9026,-0.92033,-0.98823,-1.1173,-1.1617,-1.1143,-1.065,-1.0009,-0.93876,-0.92952,-0.89569,-0.81075,-0.76241,-0.7983,-0.89963,-0.86522,-0.76856
3.0792,-3.1285,-2.9897,-2.8278,-2.6401,-2.5829,-2.7693,-3.1159,2.819,2.5829,2.4092,2.1888,1.7842,1.4637,1.3676,1.3675,1.5155,1.7925,1.8885,1.848
2.0055,1.9603,1.718,1.4031,1.0915,0.94492,0.91778,0.74399,0.49669,0.49507,0.41033,0.17095,-0.027655,-0.061306,0.1175,0.51306,0.63719,0.57547,0.49854,0.43471
-0.24366,-0.15504,-0.094493,-0.0082922,0.074168,0.050341,-0.093356,-0.41072,-1.1057,-1.6418,-1.8202,-1.9638,-2.1247,-2.1823,-2.0964,-1.9309,-1.8332,-1.8622,-1.8931,-1.8566
-2.9244,-2.8611,-2.9317,-3.0883,2.8994,2.4699,2.2137,2.1115,2.1069,2.2268,2.3918,2.3769,2.1812,1.9452,1.8211,1.7779,1.795,1.8185,1.6969,1.5756
-1.9524,-2.0713,-2.1717,-2.2326,-2.1339,-2.3455,-2.5955,-2.7686,3.0698,2.4066,2.3749,2.4135,2.4213,2.4528,2.5263,2.524,2.3272,2.0357,1.8999,1.8462
1.1735,1.4614,1.6334,1.6904,1.6861,1.621,1.528,1.5526,1.6736,1.7593,1.7257,1.5435,1.3273,1.0449,0.75957,0.55308,0.4674,0.46862,0.36601,0.16609
2.029,1.9469,1.9176,1.9271,1.9846,2.0253,1.9473,1.7481,1.4683,1.2259,1.184,1.3452,1.5436,1.6046,1.4672,1.2564,1.154,1.2087,1.3663,1.4766
-2.757,-2.8088,-2.8388,-2.7264,-2.4218,-1.9078,-1.2731,-0.93575,-0.88195,-0.95526,-1.1362,-1.3525,-1.4758,-1.5366,-1.666,-1.9364,-2.2985,-2.6297,-2.8766,-3.0268
3.0232,3.0031,2.8962,2.5945,2.067,1.5772,1.3584,1.2955,1.2844,1.1913,0.7619,0.089875,-0.2184,-0.36791,-0.38493,-0.34873,-0.41655,-0.61283,-0.84882,-1.0347
1.0111,0.83087,0.71706,0.702,0.71406,0.64531,0.49218,0.33454,0.20004,-0.070661,-0.50118,-0.63068,-0.57916,-0.48168,-0.46563,-0.54673,-0.67476,-0.91551,-1.2957,-1.6465
2.3568,2.286,2.2173,2.1389,2.0823,2.0435,1.9263,1.6769,1.4935,1.4006,1.3441,1.3824,1.4866,1.5061,1.2599,0.77279,0.43477,0.18133,-0.035698,-0.12918
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.14402,0.025336,0.21681,0.29627,0.26652,0.25045,0.24841,0.26119,0.37745,0.60484,0.76444,0.88736,1.0547,1.2126,1.3104,1.3628,1.469,1.6282,1.7685,1.8887
2.8895,2.6594,2.4738,2.2827,2.0886,1.9863,1.964,1.9163,1.738,1.5617,1.4715,1.477,1.5199,1.574,1.6832,1.8303,1.8833,1.7905,1.5672,1.2043
-1.9526,-1.973,-1.9861,-1.9744,-1.8495,-1.5579,-1.1677,-1.0381,-1.1132,-1.1368,-1.1718,-1.3304,-1.5417,-1.643,-1.6598,-1.7241,-1.8086,-1.7687,-1.6541,-1.6242
-1.2174,-1.243,-1.2182,-1.144,-1.1037,-1.0983,-1.0631,-1.0102,-1.0003,-1.0662,-1.1824,-1.2147,-1.1407,-1.0618,-1.0576,-1.214,-1.1518,-1.212,-1.3377,-1.469
-1.3121,-1.2325,-1.0729,-0.90584,-0.77282,-0.6606,-0.58379,-0.56988,-0.60695,-0.65061,-0.66417,-0.70179,-0.82006,-0.98001,-1.0402,-0.8642,-0.54166,-0.34663,-0.36002,-0.45144
-2.7204,-2.7935,-2.879,-2.8906,-2.8672,-2.8905,-2.8872,-2.8248,-2.7377,-2.5966,-2.2861,-1.8552,-1.5419,-1.3166,-1.1688,-1.209,-1.3686,-1.5014,-1.5764,-1.6582
-2.3903,-2.1832,-1.9908,-1.8074,-1.6189,-1.5151,-1.4559,-1.4042,-1.3273,-1.1978,-1.0856,-1.0133,-0.95335,-0.92701,-0.88676,-0.80139,-0.75808,-0.77584,-0.8068,-0.78469
2.929,2.9248,2.9301,2.9824,3.1239,-2.9613,-2.7938,-2.6586,-2.5135,-2.3632,-2.2766,-2.2841,-2.3013,-2.3005,-2.2508,-2.1644,-2.083,-1.9578,-1.8446,-1.7529
-2.8215,-2.6179,-2.3227,-2.0347,-1.8773,-1.7037,-1.5596,-1.4441,-0.43692,0.867,1.0572,1.1665,1.2008,1.1952,1.2395,1.4408,1.9983,2.5975,2.831,2.9305
-2.1392,-2.0319,-1.9755,-1.9313,-1.8173,-1.6989,-1.61,-1.494,-1.3922,-1.3517,-1.3425,-1.3443,-1.3153,-1.203,-1.0258,-0.87817,-0.78382,-0.75277,-0.77814,-0.75435
-2.3905,-2.3681,-2.326,-2.3287,-2.3418,-2.3162,-2.3064,-2.2849,-2.1821,-2.0799,-1.9731,-1.8026,-1.7038,-1.6941,-1.701,-1.7309,-1.7466,-1.6923,-1.6492,-1.6598
-1.3933,-1.343,-1.3126,-1.2976,-1.2831,-1.2684,-1.2711,-1.338,-1.5585,-1.8574,-2.0182,-2.0117,-1.8478,-1.693,-1.566,-1.338,-1.0696,-0.90101,-0.82161,-0.83903
-2.0671,-2.6818,-2.7769,-2.9063,2.9465,2.7674,2.6681,2.5693,2.4846,2.4923,2.61,2.8005,3.1189,-2.6321,-2.1669,-1.8352,-1.6658,-1.6705,-1.7711,-1.9208
0.079981,0.090509,0.048476,-0.0051021,-0.062813,-0.11308,-0.13103,-0.089053,0.0060054,0.065255,0.029796,-0.035416,-0.014912,0.064798,0.21432,0.42854,0.5485,0.59719,0.64081,0.65087
0.74386,0.72295,0.28463,-0.7678,-1.1001,-1.0347,-0.81765,-0.57722,-0.36495,-0.24272,-0.20954,-0.20702,-0.1889,-0.17619,-0.20237,-0.22284,-0.24166,-0.27067,-0.22201,-0.051026
-1.8258,-1.6561,-1.4831,-1.3796,-1.3251,-1.2607,-1.1841,-1.1322,-1.1395,-1.2227,-1.3792,-1.5048,-1.521,-1.5831,-1.6141,-1.5176,-1.3584,-1.171,-1.0155,-0.93218
0.13183,0.20814,0.34749,0.6053,0.83123,0.99854,1.1949,1.425,1.6785,1.9379,2.4057,3.0479,-2.9563,-2.875,-2.872,-2.8571,-2.8515,-2.8717,-2.8104,-2.6841
0.60392,0.39038,0.19553,0.057802,-0.006492,-0.4205,-1.4546,-0.82606,-0.62663,-0.55224,-0.50501,-0.47109,-0.42629,-0.30885,-0.092701,0.19404,0.45478,0.58094,0.65366,0.74616
-1.8105,-1.7219,-1.5496,-1.3587,-1.2597,-1.2027,-1.1624,-1.1911,-1.2777,-1.2797,-1.1695,-1.0228,-0.99721,-1.1724,-1.3887,-1.5556,-1.7432,-2.0856,-2.4456,-2.5517
-0.098365,-0.12349,-0.10267,-0.12047,-0.15346,-0.1111,-0.067564,-0.057496,0.0085139,0.17072,0.31756,0.37404,0.33231,0.2786,0.23886,0.17029,0.077094,0.031797,0.062001,0.093046
-1.8384,-1.7242,-1.6771,-1.6108,-1.4518,-1.3251,-1.3527,-1.4478,-1.5717,-1.611,-1.4872,-1.3659,-1.3975,-1.5393,-1.4954,-1.3411,-1.2337,-1.098,-0.94123,-0.76907
2.6495,2.7444,2.861,2.9827,2.995,2.9284,2.8289,2.7414,2.7061,2.7461,2.779,2.8164,2.9587,3.0764,3.072,3.0039,2.8899,2.7226,2.4614,2.1281
2.5133,2.4681,2.5087,2.6409,2.7746,2.843,2.8528,2.7813,2.6025,2.3938,2.2417,2.0922,1.9651,1.9266,1.9491,1.9586,1.898,1.5644,0.74628,0.39178
2.8431,2.698,2.3038,1.7322,1.6411,1.8522,2.1844,2.4123,2.4351,2.2776,1.9832,1.9295,2.0616,2.2391,2.6348,2.9707,3.088,-3.0638,-2.8533,-2.7272
-1.6182,-1.6178,-1.5964,-1.5984,-1.6059,-1.6116,-1.6904,-1.8719,-2.1138,-2.2924,-2.3489,-2.2942,-2.1986,-2.0927,-1.8919,-1.548,-1.2064,-0.92718,-0.71905,-0.60415
-1.6999,-1.6422,-1.5811,-1.4518,-1.2896,-1.1615,-1.0149,-0.89579,-0.90055,-0.98935,-1.0958,-1.2541,-1.4309,-1.5013,-1.5163,-1.493,-1.3569,-1.1751,-1.0739,-1.0009
0.25157,0.61079,0.75806,0.83586,0.90296,0.93089,0.9185,0.9215,0.91788,0.83382,0.74299,0.72775,0.76009,0.83545,1.0145,1.2516,1.3849,1.4774,1.5996,1.7522
1.4774,1.5996,1.7522,1.8286,1.7501,1.6111,1.2958,0.58653,-0.05497,-0.25387,-0.27959,-0.27019,-0.20897,-0.073825,0.052881,0.19553,0.43812,0.72493,0.90616,0.93773
1.2452,1.4852,1.5435,1.4406,1.293,1.1403,0.90947,0.6116,0.46614,0.46839,0.52054,0.57348,0.65568,0.75687,0.78862,0.7983,0.86164,0.91586,0.92737,0.95974
